HOT PICKS,Code Number,Hardcover/Paperback,Name of book,Author,Genre,Goodreads Link,Publisher,Year
,Z108FN,Paperback,No Fear or Favour,Henry Cecil,Fiction / Legal,https://www.goodreads.com/book/show/6439085-no-fear-or-favour,,
,Z107FN,Paperback,Number Ten,Sue Townsend,Fiction,https://www.goodreads.com/book/show/54239.Number_10,,
,T098FN,Paperback,Oleander Girl,Chitra Banerjee Divakaruni,Fiction,https://www.goodreads.com/book/show/26089031-oleander-girl,,
,Z160FN,Paperback,On Beauty,Zadie Smith,Fiction,https://www.goodreads.com/book/show/833701.On_Beauty,,
,Z111FN,Paperback,One for my Baby,Tony Parsons,Fiction,https://www.goodreads.com/book/show/47344.One_for_My_Baby?ac=1&from_search=true,,
,Z170FN,Paperback,Our Lady of Alice Bhatti,Mohammed Hanif,Fiction/South-Asian,https://www.goodreads.com/book/show/11787752-our-lady-of-alice-bhatti,,
,Z184FN,Paperback,Perfect,Rachel Joyce,Fiction,https://www.goodreads.com/book/show/17192373-perfect,,
,T046FN,Paperback,Purple Hibiscus,Chimamanda Ngozi Adichie,Fiction,https://www.goodreads.com/book/show/126381.Purple_Hibiscus,,
,Z018FN,Paperback,Purple Hibiscus,Chimamanda Ngozie Adichie,Fiction,https://www.goodreads.com/book/show/126381.Purple_Hibiscus,,
,T055FN,Paperback,Riot,Shashi Tharoor,Fiction,https://www.goodreads.com/book/show/30842.Riot,,
,Z203FN,Paperback,Room,Emma Donoghue,Fiction,https://www.goodreads.com/book/show/7937843-room?ac=1&from_search=true,,
,Z157FN,Paperback,Rules of Civility,Amor Towles,Fiction,https://www.goodreads.com/book/show/10054335-rules-of-civility?ac=1&from_search=true,,
,Z101FN,Paperback,Rumi's Daughter,Muriel Maufroy,Fiction,https://www.goodreads.com/book/show/265561.Rumi_s_Daughter?ac=1&from_search=true,,
,Z244FN,Paperback,Shantaram,Gregory David Roberts,Fiction/South-Asian,https://www.goodreads.com/book/show/816552.Shantaram,,
,T040FN,Paperback,Shantaram (#1),Gregory David Roberts,Fiction,https://www.goodreads.com/book/show/816552.Shantaram,,
,Z110FN,Paperback,Sober as a Judge,Henry Cecil,Fiction / Legal,https://www.goodreads.com/book/show/6439087-sober-as-a-judge,,
,Z134FN,Paperback,Tanya Tania,Antara Ganguli,Fiction/South-Asian,https://www.goodreads.com/book/show/28260532-tanya-tania?ac=1&from_search=true,,
,T014FN,Paperback,The Alchemist,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/492286.The_Alchemist,,
,Z197FN,Paperback,The Architect's Apprentice,Elif Shefak,Fiction,https://www.goodreads.com/book/show/22571629-the-architect-s-apprentice,,
,Z210FN,Paperback,The Bastard of Istanbul,Elif Shefak,Fiction,https://www.goodreads.com/book/show/98920.The_Bastard_of_Istanbul?ac=1&from_search=true,,
,Z167HF,Paperback,The Book Thief,Markus Zusak,Historical Fiction,https://www.goodreads.com/book/show/19063.The_Book_Thief?ac=1&from_search=true,,
,Z025FN,Hardcover,The Casual Vacancy,J.K. Rowling,Fiction,https://www.goodreads.com/book/show/13497818-the-casual-vacancy?ac=1&from_search=true,,
,Z112FN,Paperback,The Code of the Woosters,P. G. Woodehouse,Fiction,https://www.goodreads.com/book/show/9858081-the-code-of-the-woosters?ac=1&from_search=true,,
,Z079FN,Paperback,The Comedians,Graham Greene,Fiction,https://www.goodreads.com/book/show/133399.The_Comedians?ac=1&from_search=true,,
,Z102FN,Paperback,The Course of Love,Alain de Botton,Fiction,https://www.goodreads.com/book/show/27845690-the-course-of-love?ac=1&from_search=true,,
,T015FN,Paperback,The Devil and Miss Prym,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/53806.The_Devil_and_Miss_Prym,,
,Z049FN,Paperback,The Devil and Miss Prym,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/4008.The_Devil_and_Miss_Prym,,
,Z038FN,Paperback,"The Extraordinary Life of Frank Derrik, Age 81",J. B. Morrison,Fiction,https://www.goodreads.com/book/show/20518221-the-extra-ordinary-life-of-frank-derrick-age-81?ac=1&from_search=true,,
,Z044FN,Paperback,The Fifth Mountain,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/4005.The_Fifth_Mountain?ac=1&from_search=true,,
,Z085FN,Paperback,The Five People You Meet in Heaven,Mitch Albom,Fiction,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,,
,Z036FN,Paperback,The Flea Palace,Elif Shefak,Fiction,https://www.goodreads.com/book/show/248733.The_Flea_Palace?ac=1&from_search=true,,
,T002LF,Paperback,The God of Small Things,Arundhati Roy,Literary Fiction,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,,
,Z166FN,Paperback,The Hungry Tide,Amitav Ghosh,Fiction/South-Asian,https://www.goodreads.com/book/show/822812.The_Hungry_Tide,,
,Z100FN,Paperback,The Joy Luck Club,Amy Tan,Fiction/Chinese,https://www.goodreads.com/book/show/822557.The_Joy_Luck_Club,,
,Z094FN,Paperback,The Liar,Stephen Fry,Fiction,https://www.goodreads.com/book/show/1068412.The_Liar,,
,Z133FN,Paperback,The Little Coffee Shop of Kabul,Deborah Rodriguez,Fiction/Afghanistan,https://www.goodreads.com/book/show/10374638-the-little-coffee-shop-of-kabul?ac=1&from_search=true,,
,Z143FN,Paperback,The Love Song of Miss Queenie Hennessy,Rachel Joyce,Fiction,https://www.goodreads.com/book/show/20890479-the-love-song-of-miss-queenie-hennessy?ac=1&from_search=true,,
,Z199LF,Paperback,The Luminaries,Eleanor Catton,Literary Fiction,https://www.goodreads.com/book/show/17333230-the-luminaries?ac=1&from_search=true,,
,Z128FN,Paperback,The Mistress of Spices,Chitra Banerjee Divakaruni,Fiction/South-Asian,https://www.goodreads.com/book/show/94669.The_Mistress_of_Spices?ac=1&from_search=true,,
,T041FN,Hardcover,The Mountain Shadow (#2),Gregory David Roberts,Fiction,https://www.goodreads.com/book/show/25246584-the-mountain-shadow,,
,T060FN,Paperback,The Namesake,Jhumpa Lahiri,Fiction,https://www.goodreads.com/book/show/821872.The_Namesake,,
,Z113FN,Paperback,The One-in-a-Million Boy,Monica Wood,Fiction,https://www.goodreads.com/book/show/25862989-the-one-in-a-million-boy?ac=1&from_search=true,,
,Z048FN,Paperback,The Pilgrimage,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/4004.The_Pilgrimage,,
,Z106FN,Paperback,The Queen & I,Sue Townsend,Fiction,https://www.goodreads.com/book/show/54245.The_Queen_and_I,,
,Z213FN,Paperback,The Secret History,Donna Tartt,Fiction,https://www.goodreads.com/book/show/70897.The_Secret_History,,
,Z163FN,Paperback,The Secret Life of Bees,Sue Monk Kidd,Fiction,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees?ac=1&from_search=true,,
,Z306FN,Paperback,The Shadow of the Wind,Carlos Ruiz Zafon,Fiction,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind?from_search=true,,
,Z185FN,Paperback,The Signature of All Things,Elizabeth Gilbert,Fiction,https://www.goodreads.com/book/show/17465453-the-signature-of-all-things,,
,Z126FN,Paperback,The Taliban Cricket Club,Timeri N. Murari,Fiction/Afghanistan,https://www.goodreads.com/book/show/13609888-the-taliban-cricket-club?ac=1&from_search=true,,
,Z205ST,Paperback,The Thing Around Your Neck,Chimamanda Ngozie Adichie,Short Stories,https://www.goodreads.com/book/show/5587960-the-thing-around-your-neck,,
,Z070FN,Hardcover,The Time Keeper,Mitch Albom,Fiction,https://www.goodreads.com/book/show/13624688-the-time-keeper?ac=1&from_search=true,,
,T050LF,Paperback,The Unbearable Lightness of Being,Milan Kundera,Literary Fiction/Philosophical Fiction,https://www.goodreads.com/book/show/395003.The_Unbearable_Lightness_of_Being,,
,Z144FN,Paperback,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,Fiction,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,,
,T100FN,Hardcover,The White Tiger,Aravind Adiga,Fiction,https://www.goodreads.com/book/show/1768603.The_White_Tiger,,
,Z121FN,Paperback,The White Tiger,Aravind Adiga,Fiction/South-Asian,https://www.goodreads.com/book/show/1768603.The_White_Tiger?ac=1&from_search=true,,
,T017FN,Paperback,The Winner Stands Alone,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/5356711-the-winner-stands-alone,,
,Z050FN,Paperback,The Winner Stands Alone,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/5356711-the-winner-stands-alone,,
,Z051FN,Paperback,The Witch of Portobello,Paulo Coelho,Fiction,https://www.goodreads.com/book/show/816720.The_Witch_Of_Portobello,,
,Z093FN,Paperback,The Woman who Went to Bed For a Year,Sue Townsend,Fiction,https://www.goodreads.com/book/show/13160430-the-woman-who-went-to-bed-for-a-year?ac=1&from_search=true,,
,Z131FN,Paperback,The Writing on My Forehead,Nafisa Haji,Fiction/South-Asian,https://www.goodreads.com/book/show/4494257-the-writing-on-my-forehead?ac=1&from_search=true,,
,Z114FN,Paperback,The Yellow Eyes of Crocodiles,Katherine Pancol,Fiction,https://www.goodreads.com/book/show/17707634-the-yellow-eyes-of-crocodiles?ac=1&from_search=true,,
,Z109FN,Paperback,Ways and Means,Henry Cecil,Fiction / Legal,https://www.goodreads.com/book/show/6439091-ways-and-means,,
,Z200FN,Paperback,"Where'd You Go, Bernadette?",Maria Semple,Fiction,https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette?ac=1&from_search=true,,
,T119FN,Paperback,Life of Pi,Yann Martel,Fiction,https://www.goodreads.com/book/show/170453.Life_of_Pi,,
,T116FN,Paperback,The Hungry Tide,Amitava Ghosh,Fiction / South Asian,https://www.goodreads.com/book/show/894273.The_Hungry_Tide,,
,T038TH,Paperback,Angels and Demons,Dan Brown,Thriller,https://www.goodreads.com/book/show/960.Angels_Demons,,
,T085TH,Paperback,Before I Go To Sleep,S. J. Watson,Thriller,https://www.goodreads.com/book/show/12389135-before-i-go-to-sleep,,
,T087TH,Paperback,Dark Side of the Street,Jack Higgins,Thriller,https://www.goodreads.com/book/show/521450.Dark_Side_of_the_Street,,
,T088TH,Paperback,Drink with the Devil,Jack Higgins,Thriller,https://www.goodreads.com/book/show/4492564-drink-with-the-devil,,
,T039TH,Hardcover,Inferno,Dan Brown,Thriller,https://www.goodreads.com/book/show/17212231-inferno,,
,Z064TH,Hardcover,The Da Vinci Code,Dan Brown,Thriller,https://www.goodreads.com/book/show/85266.The_Da_Vinci_Code,,
,T028TH,Paperback,The Eagle has Flown,Jack Higgins,Thriller,https://www.goodreads.com/book/show/2839868-the-eagle-has-flown,,
,T063TH,Paperback,The Eleventh Commandment,Jeffrey Archer,Thriller,https://www.goodreads.com/book/show/1403638.The_Eleventh_Commandment,,
,T175TH,Paperback,The Miracle Strain,Michael Cordy,Thriller,https://www.goodreads.com/book/show/856596.The_Miracle_Strain,,
,T089TH,Paperback,The Road to Omaha,Robert Ludlum,Thriller,https://www.goodreads.com/book/show/126228.The_Road_to_Omaha,,
,Z087TH,Paperback,The Runaway Jury,John Grisham,Thriller,https://www.goodreads.com/book/show/24192.The_Runaway_Jury?from_search=true,,
,T090TH,Paperback,The Tailor of Panama,John Le Carre,Thriller,https://www.goodreads.com/book/show/1099480.Tailor_of_Panama_the,,
,T178MY,Paperback,Black Water Lilies,Michel Bussi,Mystery,https://www.goodreads.com/book/show/33391439-black-water-lilies,,
,T086MY,Paperback,Six Suspects,Vikas Swarup,Mystery,http://../Documents/Microsoft%20User%20Data/Office%202011%20AutoRecovery/T085TH%20PB%20Before%20I%20Go%20To%20Sleep%20S.%20J.%20Watson%20Thriller,,
,T031MY,Paperback,The Complete Adventures of Feluda I,Satyajit Ray,Mystery,https://www.goodreads.com/book/show/27045170-the-complete-adventures-of-feluda,,
,T032MY,Paperback,The Complete Adventures of Feluda II,Satyajit Ray,Mystery,https://www.goodreads.com/book/show/28431789-the-complete-adventures-of-feluda-vol-2,,
,T081MY,Paperback,The Exception,Christian Jungersen,Mystery,https://www.goodreads.com/book/show/2140438.The_Exception,,
,T068MY,Paperback,The Private Patient,P. D. James,Mystery,https://www.goodreads.com/book/show/6878712-the-private-patient,,
,Z136SH,Paperback,The Happiness Project,Gretchen Rubin,Self-Help,https://www.goodreads.com/book/show/6398634-the-happiness-project?ac=1&from_search=true,,
,Z141SH,Paperback,Happier at Home,Gretchen Rubin,Self-Help,https://www.goodreads.com/book/show/13414599-happier-at-home,,
,T082HC,Paperback,Dork,Sidin Vadukut,Fiction/Comedy,https://www.goodreads.com/book/show/7725244-dork?from_search=true,,
,Z067HC,Paperback,Let's Explore Diabetes With Owls,David Sedaris,Humour/Non-Fiction,https://www.goodreads.com/book/show/15790837-let-s-explore-diabetes-with-owls?ac=1&from_search=true,,
,T109HC,Paperback,Look Who's Back,Timur Vermes,Fiction/Satire,https://www.goodreads.com/book/show/21902921-look-who-s-back,,
,Z068HC,Hardcover,The Bro Code (How I Met Your Mother),Barney Stinson with Matt Kuhn,Humour/Non-Fiction,https://www.goodreads.com/book/show/4725669-the-bro-code?ac=1&from_search=true,,
,T054HC,Paperback,The Extraordinary Journey of the Fakir Who got Trapped in an IKEA Wardrobe,Romaine Puèrtolas,Humor/Comedy,https://www.goodreads.com/book/show/19347251-the-extraordinary-journey-of-the-fakir-who-got-trapped-in-an-ikea-wardro,,
,T140CO,Paperback,Tintin and the Lake of Sharks,Hergé,Comics,https://www.goodreads.com/book/show/146123.Tintin_and_the_Lake_of_Sharks,,
,T142CO,Paperback,The Adv. of Tintin : The Red Sea Sharks,Hergé,Comics,https://www.goodreads.com/book/show/165526.The_Red_Sea_Sharks,,
,T003ST,Paperback,No Middle Name (Jack Reacher),Lee Child,Short Stories,https://www.goodreads.com/book/show/32969083-no-middle-name?ac=1&from_search=true,,
,T056ST,Paperback,Études,Aseem Kaul,Short Stories,https://www.goodreads.com/book/show/6720210-etudes?ac=1&from_search=true,,
,T059ST,Paperback,The Interpreter of Maladies,Jhumpa Lahiri,Short Stories,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies?ac=1&from_search=true,,
,T058RO,Paperback,The Japanese Wife,Kunal Basu,Romance,https://www.goodreads.com/book/show/2862903-the-japanese-wife?ac=1&from_search=true,,
,T107ST,Paperback,Wise and Otherwise,Sudha Murthy,Short Stories,https://www.goodreads.com/book/show/1184484.Wise_And_Otherwise?ac=1&from_search=true,,
,T115FN,Paperback,A Spool of Blue Thread,Anne Tyler,Fiction,https://www.goodreads.com/book/show/22501028-a-spool-of-blue-thread?ac=1&from_search=true,,
,T124ST,Paperback,Dust On the Mountain,Ruskin Bond,Short Stories,https://www.goodreads.com/book/show/475187.Dust_on_the_mountain?ac=1&from_search=true,,
,T125ST,Paperback,Friends in Small Places,Ruskin Bond,Short Stories,https://www.goodreads.com/book/show/475190.Friends_in_Small_Places?ac=1&from_search=true,,
,T126FN,Paperback,Peak,Roland Smith,Fiction,https://www.goodreads.com/book/show/721003.Peak?ac=1&from_search=true,,
,T143LF,Paperback,Haroun and the Sea of Stories,Salman Rushdie,Literary Fiction / Magical Realism,https://www.goodreads.com/book/show/4835.Haroun_and_the_Sea_of_Stories?ac=1&from_search=true,,
,Z020LT,Paperback,Confessions of a Shopaholic,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic?ac=1&from_search=true,,
,Z021LT,Paperback,Shopaholic takes Manhattan,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/9418.Shopaholic_Takes_Manhattan?ac=1&from_search=true,,
,Z039LT,Paperback,Something Borrowed,Emily Giffin,Light Fiction,https://www.goodreads.com/book/show/42156.Something_Borrowed?ac=1&from_search=true,,
,Z040LT,Paperback,Shopaholic Ties the Knot,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/9419.Shopaholic_Ties_the_Knot?ac=1&from_search=true,,
,Z041LT,Paperback,Shopaholic & Baby,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/9420.Shopaholic_Baby?ac=1&from_search=true,,
,Z042LT,Paperback,Can you keep a secret?,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_?ac=1&from_search=true,,
,Z043LT,Paperback,Shopaholic & Sister,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/9417.Shopaholic_and_Sister?ac=1&from_search=true,,
,Z045LT,Paperback,The Travelling Tea Shop,Belinda Jones,Light Fiction,https://www.goodreads.com/book/show/19144685-the-travelling-tea-shop?ac=1&from_search=true,,
,Z046LT,Paperback,Me and Mr Darcy,Alexandra Potter,Light Fiction,https://www.goodreads.com/book/show/528710.Me_and_Mr_Darcy?ac=1&from_search=true,,
,Z047LT,Paperback,Last Chance Saloon,Marian Keyes,Light Fiction,https://www.goodreads.com/book/show/9298.Last_Chance_Saloon?ac=1&from_search=true,,
,Z052LT,Paperback,I Remember You,Harriet Evans,Light Fiction,https://www.goodreads.com/book/show/6780518-i-remember-you?ac=1&from_search=true,,
,Z053LT,Paperback,Finding Colin Firth,Mia March,Light Fiction,https://www.goodreads.com/book/show/16058650-finding-colin-firth?ac=1&from_search=true,,
,Z055LT,Paperback,Love the One You're With,Emily Giffin,Light Fiction,https://www.goodreads.com/book/show/2120652.Love_the_One_You_re_With?ac=1&from_search=true,,
,Z056LT,Paperback,Cause Celeb,Helen Fielding,Light Fiction,https://www.goodreads.com/book/show/4529.Cause_Celeb?ac=1&from_search=true,,
,Z057LT,Paperback,Breakfast at Darcy's,Ali McNamara,Light Fiction,https://www.goodreads.com/book/show/10231797-breakfast-at-darcy-s?ac=1&from_search=true,,
,ZO58LT,Paperback,Bookends,Jane Green,Light Fiction,https://www.goodreads.com/book/show/22649.Bookends?ac=1&from_search=true,,
,Z059LT,Paperback,All Because of You,Melissa Hill,Light Fiction,https://www.goodreads.com/book/show/618876.All_Because_of_You?ac=1&from_search=true,,
,Z060LT,Paperback,Here Come the Girls,Millie Johnson,Light Fiction,https://www.goodreads.com/book/show/10258746-here-come-the-girls?ac=1&from_search=true,,
,Z104LT,Paperback,The Nanny Diaries,"Emma McLaughlin, Nicola Kraus",Light Fiction,https://www.goodreads.com/book/show/228333.The_Nanny_Diaries?ac=1&from_search=true,,
,Z115LT,Paperback,Bridget Jones: The Edge of Reason,Helen Fielding,Light Fiction,https://www.goodreads.com/book/show/363752.Bridget_Jones?ac=1&from_search=true,,
HOT PICK,Z118LT,Paperback,I've Got Your Number,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/12033455-i-ve-got-your-number?ac=1&from_search=true,,
,Z174LT,Paperback,One Hundred Names,Cecelia Ahern,Light Fiction,https://www.goodreads.com/book/show/15732712-one-hundred-names?ac=1&from_search=true,,
,Z175LT,Paperback,A Gift to Remember,Melissa Hill,Light Fiction,https://www.goodreads.com/book/show/17558048-a-gift-to-remember?ac=1&from_search=true,,
,Z176LT,Paperback,Twenties Girl,Sophie Kinsella,Light Fiction,https://www.goodreads.com/book/show/6063187-twenties-girl?ac=1&from_search=true,,
